年,月日,データ種別,事柄,終了年,終了月日,地域,詳細レベル,区分,関連国,補足,キーワード,,,,
1793,,5,喜多川歌麿 –『寛政三美人 (当時三美人)』1793,1793,,日本,1,2,日本,,美術,,,,
1793,,5,谷文晁《公余探勝図》（1793・寛政5）,1793,,日本,1,2,日本,,美術,,,,
1793,,5,尊号一件事件にからみ松平定信が失脚,1794,,日本,1,,日本,,,,,,
1793,,5,ロシアのラクスマンと松前で交渉。長崎の入港許可だけを与える。,1793,,日本,1,,日本,,,,,,
1794,,5,3/24 ポーランド分割に対し、コシューシコが蜂起。,1794,,欧米,1,,波,,,,,,
1794,,5,4 ロベスピエール、独裁制を敷き、恐怖政治頂点に。,1794,,欧米,2,,仏,,フランス革命,,,,
1794,,5,4/6 ダントンらギロチンにかけられる。,1794,,欧米,2,,仏,,フランス革命,,,,
1794,,5,6/8 最高存在の祭典。,1794,,欧米,2,,仏,,フランス革命,,,,
1794,,5,7/27 テルミドールのクーデタ。ロベスピエール失脚。,1794,,欧米,2,,仏,,フランス革命,,,,
1794,,5,東洲斎写楽（生没年未詳）が、1794年から10か月間の間だけ活動,1794,,日本,1,2,日本,,美術,,,,
1795,,5,10/24 第３回ポーランド分割。,1795,,欧米,2,,波,,,,,,
1795,,5,5/16 オランダにバタヴィア共和国成立。,1795,,欧米,1,,蘭,,,,,,
1795,,5,8/22 フランス１７９５年憲法制定。普通選挙制を廃止。,1795,,欧米,2,,仏,,フランス革命,,,,
1795,,10,10/27 フランス 総裁政府発足。,1795,,欧米,2,,仏,,フランス革命,,,,
1796,,5,1 清朝、乾隆帝、嘉慶帝に譲位。,1796,,アジア,1,,中国,,,,,,
1796,,5,9 清朝で白蓮教徒の乱起こる。,1796,,アジア,1,,中国,,,,,,
1796,,5,3 ナポレオン、イタリア遠征。,1796,,欧米,1,,伊,,,,,,
1796,,5,4 バブーフの陰謀事件。,1796,,欧米,2,,仏,,フランス革命,,,,
1796,,5,5 イラン、カージャール朝のアーガー・ムハンマドが統一。,1796,,アジア,2,,中東,,,,,,
1796,,5,5/14 ジェンナー、種痘を試みる。,1796,,欧米,1,2,,,,,,,
1797,,5,10/17 カンポ・フォルミオの和約。,1797,,欧米,1,,仏:墺,,,,,,
1797,,5,シューベルト　　1797～1828,1797,,欧米,1,2,,,ロマン派音楽,,,,
1798,,5,12/24 第２回対仏大同盟結成 ～1801年,1798,,欧米,1,,,,,,,,
1798,,5,7/1 ナポレオン、エジプト遠征し、アレクサンドリアを占領。,1798,,欧米,2,,エジプト,,,,,,
1798,,5,ベートーヴェン「交響曲第1番」  1799-1800年,1798,,欧米,1,2,,,古典派音楽,,,,
1798,,5,本居宣長「古事記伝」,1798,,日本,1,2,日本,,,,,,
1798,,5,歌川 国芳 寛政9年11月15日（1798年1月1日 ） - 文久元年3月5日（1861年4月14日）,1861,,日本,1,2,日本,,美術,,,,
1799,,5,12/24 統領政府成立。ナポレオン、第一統領となる。,1799,,欧米,2,,仏,,,,,,
1799,,5,7 フランス軍、ロゼッタ・ストーンを発見。,1799,,欧米,1,2,仏,,,,,,
1799,,5,この年、オランダ東インド会社解散。,1799,,欧米,2,,蘭,,,,,,
1799,,5,この年、ラホールにシク王国成立。,1799,,アジア,2,,印,,,,,,
1799,,5,ロバート・オーウェン、ニューラナークで社会改良実験を開始。,1799,,欧米,2,,英,,,,,,
1799,,10,11/9 ナポレオン、ブリュメールのクーデタ。フランス革命の終結。,1799,,欧米,1,,仏,,フランス革命:ナポレオン,,,,
1800,,5,12/3 アメリカ大統領選挙、リパブリカン党のジェファソンが当選（1801/3/4就任）。,1800,,欧米,2,,米,,,,,,
1800,,5,2/13 フランス銀行設立。,1800,,欧米,2,,仏,,,,,,
1800,,5,8 ハイチでトゥサン・ルベルチュールが権力樹立。,1800,,欧米,1,,南米,,,,,,
1800,,20,伊能忠敬が蝦夷地を測量,1800,,日本,1,,日本,,,,,,
1801,,5,1/1 イギリスがアイルランド併合。大ブリテンおよびアイルランド連合王国となる。,1801,,欧米,2,,英,,,,,,
1801,,5,7/15 ナポレオンとローマ教皇の宗教協約成立。,1801,,欧米,2,,ローマ,,宗教,,,,
1801,,5,2/9 リュネヴィルの和約：第２回対仏大同盟崩壊,1801,,欧米,1,,,第２回対仏大同盟崩壊（フランストスカーニャとイタリアを獲得する。オーストリアはヴェネツィアとダルマチア岸を承認された,,,,,
1802,,5,5 ベトナム、阮福暎が阮朝（都フエ）を建てる。,1802,,アジア,1,,ベトナム,,,,,,
1802,,5,3/27 3/27 アミアンの和約成立：イギリスとフランスが講和条約締結,1802,,欧米,1,,仏:英,,,,,,
1802,,5,『東海道中膝栗毛』十返舎一九 1802年～1814年（文化11年）にかけて初刷りされた,1802,,日本,1,2,日本,,,,,,
1803,,5,3 ワッハーブ派、メッカを占領。,1803,,アジア,2,,中東,,,,,,
1803,,5,4/30 アメリカがフランスからルイジアナを買収。,1803,,欧米,1,,仏,,,,,,
1803,,5,"ベートーヴェン「交響曲第3番（英雄）」	1803-1804年",1803,,欧米,1,2,,,古典派音楽,,,,
1803,,5,曲亭馬琴 俳書『俳諧歳時記』を出版（季語を集めたものを歳時記と称した最初）,1803,,日本,1,2,日本,,,,,,
1804,,5,1/1 ハイチの独立。,1804,,欧米,2,,南米,,,,,,
1804,,5,3/21 ナポレオン法典公布。5/18 ナポレオン１世即位。第一帝政開始。,1804,,欧米,2,,仏,,,,,,
1804,,5,5月 イラン（ペルシア）・ロシア戦争（第１次）始まる,1804,,アジア,1,,露:中東,,,,,,
1804,,5,ロシアのレザノフが長崎にきて通商を要求（翌年3月まで滞在）,1804,,日本,1,,日本,,,,,,
1804,,5,化政文化 ：文化（1804〜1818）・文政（1818〜1831）,1804,,日本,1,2,日本,,,,,,
1804,,5,華岡青洲、全身麻酔による乳がんの手術を行う,1804,,日本,1,2,日本,,,,,,
1805,,5,10/21 トラファルガーの海戦。ネルソンの英海軍が勝利。,1805,,欧米,1,,仏:英,,,,,,
1805,,5,12/2 アウステルリッツの三帝会戦。,1805,,欧米,2,,仏:露,（ナポレオンのフランス軍がオーストリア・ロシア連合軍を破った戦い）,ナポレオン,,,,
1805,,5,5月 ムハンマド・アリーがエジプト総督となる。,1805,,欧米,2,,エジプト,,,,,,
1805,,5,8月 第３回対仏大同盟結成,1805,,欧米,1,,,,,,,,
1805,,5,ロシアのレザノフの通商を拒否,1805,,日本,1,,日本,,,,,,
1806,,5,10/14　イエナの戦い。,1806,,欧米,1,,仏:墺:独,,,,,,
1806,,5,11/21　大陸封鎖令。,1806,,欧米,2,,,,,,,,
1806,,5,6/5 ナポレオン、弟ルイを国王にオランダ王国とする。,1806,,欧米,1,,仏:蘭,,ナポレオン,,,,
1806,,5,7/12 ライン同盟結成。神聖ローマ帝国の消滅。,1806,,欧米,1,,神聖ローマ帝国:独,,,,,,
1806,,5,ロシア船サハリン・オフィトマリに上陸、松前藩会所を襲撃,1806,,日本,1,,日本,,,,,,
1807,,5,3/25 イギリス、奴隷貿易禁止。,1807,,欧米,1,,英,,,,,,
1807,,5,10 プロイセン国制改革始まる。,1807,,欧米,1,,独:波:波,,,,,,
1807,,5,11/13 ナポレオン、ポルトガルに出兵。ポルトガル独立戦争始まる。,1807,,欧米,1,,仏:葡,,ナポレオン,,,,
1807,,5,12 フィヒテ、「ドイツ国民に告ぐ」を講演。,1807,,欧米,1,,独,,,,,,
1807,,5,7/7 ティルジット条約。,1807,,欧米,1,,仏:露:独:波,,,,,,
1807,,5,8 フルトン、蒸気船をハドソン川で運行。,1807,,欧米,1,,米,,,,,,
1807,,5,"ベートーヴェン「交響曲第5番（運命）」	1807-1808年",1807,,欧米,1,2,,,古典派音楽,,,,
1808,,5,8 イギリス船フェートン号、長崎のオランダ商館を襲撃。,1808,,欧米,1,,英:蘭,,,,,,
1808,,5,1/1 アメリカ、奴隷貿易禁止発効。,1808,,欧米,1,,米,,,,,,
1808,,5,"ベートーヴェン「交響曲第6番（田園）」	1808年",1808,,欧米,1,2,,,古典派音楽,,,,
1808,,10,5/2 スペインで反ナポレオンの反乱起きる。,1808,,欧米,1,,仏:西,,ナポレオン,,,,
1808,,10,間宮林蔵、樺太探し、樺太が島であること発見,1808,,日本,1,,日本,,,,,,
1809,,5,5/1 ナポレオン１世、ローマ教皇領を併合。,1809,,欧米,1,,ローマ,,,,,,
1809,,5,メンデルスゾーン　　1809～1847,1809,,欧米,1,2,,,ロマン派音楽,,,,
1810,,5,4/2 ナポレオン１世、ハプスブルク家の皇女マリア・ルイザと再婚。,1810,,欧米,1,,仏,,ナポレオン,,,,
1810,,5,9/16 メキシコ、イダルゴの蜂起。,1810,,欧米,1,,南米,,,,,,
1810,,5,シューマン　　1810～1856,1810,,欧米,1,2,,,ロマン派音楽,,,,
1810,,5,ショパン　　1810～1849,1810,,欧米,1,2,,,ロマン派音楽,,,,
1811,,5,12/20 朝鮮王朝で洪景来の乱起こる。,1811,,アジア,1,,韓国,,,,,,
1811,,5,3 エジプトでムハンマド・アリーがマムルークを一掃。,1811,,欧米,1,,エジプト,,,,,,
1811,,5,5/14 パラグアイが独立宣言。,1811,,欧米,1,,南米,,,,,,
1811,,5,リスト　　1811～1886,1811,,欧米,1,2,,,ロマン派音楽,,,,
1812,,5,6/18 アメリカ・イギリス戦争（米英戦争）勃発。,1812,,欧米,1,,英,,,,,,
1812,,5,3 スペインでカディス憲法制定される。,1812,,欧米,1,,西,,,,,,
1812,,5,6 ナポレオンのロシア遠征開始。９月、モスクワ入城。,1812,,欧米,1,,仏:露,,ナポレオン,,,,
1813,,5,イギリス東インド会社のインド貿易の独占権を廃止。,1813,,欧米,1,,英,,,,,,
1813,,5,10/16 ライプツィヒの戦い（諸国民戦争）。,1813,,欧米,1,,仏:露:独:波,,,,,,
1813,,5,3 第４回対仏大同盟。,1813,,欧米,1,,,,,,,,
1814,,5,イギリス、インドでライヤットワーリー制を導入。,1814,,欧米,1,,英,,,,,,
1814,,5,4/2 ナポレオン退位。ルイ１８世王政復古。,1814,,欧米,1,,仏,,ナポレオン,,,,
1814,,5,9/18 ウィーン会議、開催。,1814,,欧米,1,,,,ウィーン会議,,,,
1814,,10,『南総里見八犬伝』曲亭馬琴  文化11年（1814年）に刊行が開始され、28年をかけて天保13年（1842年）に完成,1842,,日本,1,2,日本,,,,,,
1815,,5,3/23 イギリス、穀物法制定。,1815,,欧米,1,,英,,,,,,
1815,,5,2/26 ナポレオン、エルバ島脱出。,1815,,欧米,1,,仏,,ナポレオン,,,,
1815,,5,5 ドイツ連邦成立。,1815,,欧米,1,,独,,,,,,
1815,,5,6/18 ワーテルローの戦い。ナポレオンの百日天下に終わる。,1815,,欧米,1,,仏,,ナポレオン,,,,
1815,,5,6/9 ウィーン議定書調印。,1815,,欧米,1,,,,ウィーン会議,,,,
1815,,5,杉田玄白「蘭学事始」,1815,,日本,1,2,日本,,,,,,
1816,,5,イギリスで金本位制始まる。,1816,,欧米,1,,英,,,,,,
1817,,5,10/18 ドイツでブルシェンシャフトの蜂起。,1817,,欧米,1,,独,,,,,,
1817,,5,イギリス船、浦賀に来航する,1817,,日本,1,,日本,,,,,,
1817,,5,水野忠成 老中となった（賄賂政治）,1817,,日本,1,,日本,,,,,,
1818,,5,9 ムハンマド・アリー、ワッハーブ王国（第１次）を滅ぼす。,1818,,アジア,1,,中東,,,,,,
1818,,5,四国同盟にフランスが加わり五国同盟となる。,1818,,欧米,1,,仏,,,,,,
1818,,5,イギリス人ゴルドン、浦賀に来航し、貿易を要求するも、幕府、これを拒否,1818,,日本,1,,日本,,,,,,
1819,,5,12/23 イギリスで工場法改正。幼児労働の制限明文化。,1819,,欧米,1,,英,,,,,,
1819,,5,8/16 イギリスでピータールー事件起きる。,1819,,欧米,1,,英,,,,,,
1819,,5,2/6 ラッフルズ、シンガポールを建設開始。,1819,,アジア,1,,シンガポール,,,,,,
1819,,5,8 蒸気船のサヴァンナ号が大西洋横断。,1819,,欧米,1,2,,,,,,,
1819,,5,9/20 オーストリアでカールスバートの決議。,1819,,欧米,1,,墺,,,,,,
1819,,5,『おらが春』に収録される「雀の子そこのけそののけ御馬が通る」など,1819,,日本,1,2,日本,この時期に一茶が 北信濃の柏原で詠んだ句がのちに,,,,,
1820,,5,1/1 スペインでスペイン立憲革命起きる。,1820,,欧米,1,,西,,,,,,
1820,,5,3/3 アメリカでミズーリ協定成立。,1820,,欧米,2,,米,,,,,,
1820,,5,7 ナポリでカルボナリの蜂起。,1820,,欧米,1,,伊,,,,,,
1821,,5,3 ギリシア独立戦争始まる。,1821,,欧米,1,,ギリシア,,,,,,
1821,,5,3 サルデーニャ王国のトリノでカルボナリが蜂起。,1821,,欧米,1,,伊,,,,,,
1821,,5,7/28 ペルー独立を宣言。,1821,,欧米,1,,南米,,,,,,
1821,,5,8/24 メキシコ独立を宣言。,1821,,欧米,1,,南米,,,,,,
1822,,5,9/7 ブラジルの独立。,1822,,欧米,1,,南米,,,,,,
1822,,5,"ベートーヴェン「交響曲第9番（第九）」	1822-1824年",1822,,欧米,1,2,,,古典派音楽,,,,
1823,,5,12/2 アメリカ、モンロー大統領、モンロー教書を発表。,1823,,欧米,2,,米,,,,,,
1823,,5,葛飾北斎 『富嶽三十六景』の初版は文政6年（1823年）に制作開始,1823,,日本,1,2,日本,,美術,,,,
1824,,5,3/5 第一次イギリス・ビルマ戦争。,1824,,欧米,1,,英,,,,,,
1825,,5,9/27 スティーヴンソンの蒸気機関車、イギリスのストックトン－ダーリントン間で走る。,1825,,欧米,1,,英,,,,,,
1825,,5,12/1 ロシア、ニコライ１世即位、デカブリストの反乱起きる。,1825,,欧米,1,,露,,,,,,
1825,,5,徳川家斉が外国船打払令,1825,,日本,1,,日本,,,,,,
1826,,5,5月 マフムト２世、イェニチェリの全廃。,1826,,欧米,1,,オスマン帝国,,,,,,
1827,,5,10/20 ギリシア独立戦争のナヴァリノの海戦。,1827,,欧米,1,,ギリシア,,,,,,
1828,,5,イギリス、審査法を廃止。,1828,,欧米,1,,英,,,,,,
1828,,5,ロシア・イラン（ペルシア）間のトルコマンチャーイ条約で北アゼルバイジャン、アルメニアをロシアに割譲,1828,,アジア,1,,露:中東,,,,,,
1828,,5,シーボルト事件：家斉は事件後、高野長英や渡辺崋山などの蘭学者を弾圧,1828,,日本,1,,日本,オランダ商館の医師シーボルトが日本地図等を国外に持ち出そうとした事件。,,,,,
1829,,5,4/13 イギリス、カトリック教徒解放法制定。,1829,,欧米,1,,英,,,,,,
1829,,5,3/4 アメリカ、ジャクソン大統領就任。ジャクソニアン・デモクラシー。,1829,,欧米,2,,米,,,,,,
1830,,5,9/15 イギリス、マンチェスター・リヴァプール鉄道開通。,1830,,欧米,1,,英,,,,,,
1830,,5,10/4 ベルギー王国独立宣言。,1830,,欧米,1,,白,,,,,,
1830,,5,11/25 ポーランドの反乱起こる。,1830,,欧米,1,,波,,,,,,
1830,,5,1830年代にフランス産業革命進展。,1830,,欧米,1,,仏,,産業革命,,,,
1830,,5,5/28 ジャクソン大統領、インディアン強制移住法。,1830,,欧米,1,,米,,,,,,
1830,,5,6-7 フランス軍、アルジェリア出兵。,1830,,欧米,1,,仏,,,,,,
1830,,5,7/27 フランスで七月革命起こる。,1830,,欧米,1,,仏,,七月革命,,,,
1830,,5,ロンドン会議でギリシア王国独立承認。,1830,,欧米,1,,英:ギリシア,,,,,,
1830,,5,この頃からベルギーで産業革命始まる。,1830,,欧米,1,,白,,産業革命,,,,
1830,,5,ショパン ピアノ協奏曲第1番 ホ短調　1830,1830,,欧米,1,2,,,ロマン派音楽,,,,
1831,,5,1/20 ロンドン会議、ベルギーの独立承認。,1831,,欧米,1,,英:白,,,,,,
1831,,5,12 マッツィーニ、青年イタリアを結成。,1831,,欧米,1,,伊,,,,,,
1831,,5,2 イタリアの反乱。,1831,,欧米,1,,伊,,,,,,
1831,,5,8/29 ファラデー、電磁誘導を発見。,1831,,欧米,1,2,,,,,,,
1831,,5,エジプト・トルコ戦争始まる。,1831,,欧米,1,,土:エジプト,,,,,,
1831,,5,ロマン派音楽（1830-1900）,1831,,欧米,1,2,,,ロマン派音楽,,,,
1831,,5,葛飾北斎 『富嶽三十六景』天保2年（1831年）に開版、同4年（1833年）に完結する。,1831,,日本,1,2,日本,,美術,,,,
1832,,5,6/7 イギリス、第１回選挙法改正。,1832,,欧米,1,,英,,,,,,
1832,,5,5/21 アメリカで民主党発足。,1832,,欧米,2,,米,,,,,,
1832,,5,帰国したシーボルトは、「日本」の第1分册を出版,1832,,日本,1,2,日本,,,,,,
1833,,5,8/28 イギリス東インド会社の中国貿易での独占権廃止。,1833,,アジア,1,,中国,,,,,,
1833,,5,8/1 イギリス、奴隷制度を廃止。,1833,,欧米,1,,英,,,,,,
1833,,5,7/8 ロシアとトルコ、ウンキャル・スケレッシ条約締結。,1833,,欧米,1,,露:土,,,,,,
1833,,5,8/29 イギリス、一般工場法制定。,1833,,欧米,1,,英,,,,,,
1833,,5,ブラームス　　1833～1897,1833,,欧米,1,2,,,ロマン派音楽,,,,
1833,,5,「ヅ－フハルマ」ヘンドリック・ヅ－フが長崎の通詞と協力して編集した蘭和辞典が完成天保４年(1833） *文化１３年(1816）には一応の完成をみたが全体の完成はヅ－フ帰国後,1833,,日本,1,2,日本,,,,,,
1833,,5,天保の大飢饉の始まり（39年におよぶ長期）,1833,,日本,1,,日本,,,,,,
1834,,5,9 イギリス、ネイピアを清に派遣、武力で交渉し失敗。,1834,,欧米,1,,英,,,,,,
1834,,5,1 ドイツ関税同盟成立。,1834,,欧米,1,,独,,,,,,
1834,,5,1834年頃に歌川広重の「東海道五拾三次之内」保永堂から版行,1834,,日本,1,2,日本,,美術,,,,
1835,,5,12/7 ドイツの鉄道、運行始まる。,1835,,欧米,1,,独,,,,,,
1835,,5,谷文晁 「富士山図屏風」1835(天保6),1835,,日本,1,2,日本,,美術,,,,
1836,,5,3/2 テキサス共和国、独立宣言。,1836,,欧米,1,,英:米,,,,,,
1837,5月6日,3,家慶,1853,7月27日,日本,1,,日本,天保8年（1837年）4月2日 - 嘉永6年（1853年）6月22日,,,,,
1837,,5,6/20 ヴィクトリア即位。～1901年　イギリス第二帝国と言われる。,1837,,欧米,1,,英,,,,,,
